"fieldname","scenario","year","rotation","fieldID","product","production_area","finished_product_from_production_area","climate","avg_annual_temp","croptype","soiltexture","SOM_integer","SOM","soilmoisture","soildrainage","pHvalue","pH","fertiliser1","applicationrate","applicationmethod","fertiliser_spraydays","pesticide_applicns","tillage_changes","tillage_changes_time","tillage_changes_pc","residue_management","residue_incorporation","chisel_plough","disc_gang","disc_harrow","field_cultivator_ridger ","grain_drill","grain_drill_notill","row_crop_planter","moldboard_plough","roller_harrow","roller_packer","rotary_hoe_bed_tiller","subsoiler","tine_harrow","spraydays_BGgly","wtd_yield_mean"
"e_h_LD-LR","BAU",2012,"2","BAU_e_h_LD-LR_2","winterwheat",7.2,57.5734111680752,"Temperate",10,"Winter wheat","Fine",5.848,"5.16 < SOM <= 10.32","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,7.99630710667711
"e_h_LD-LR","BAU",2013,"3","BAU_e_h_LD-LR_3","wosr",7.2,24.12,"Temperate",10,"Other","Fine",5.848,"5.16 < SOM <= 10.32","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,3.35
"e_h_LD-LR","BAU",2014,"4","BAU_e_h_LD-LR_4","winterwheat",7.2,63.7701368961052,"Temperate",10,"Winter wheat","Fine",5.848,"5.16 < SOM <= 10.32","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,8.85696345779239
"e_h_LD-LR","BAU",2015,"5","BAU_e_h_LD-LR_5","winterwheat",7.2,54.7609544668195,"Temperate",10,"Winter wheat","Fine",5.848,"5.16 < SOM <= 10.32","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,7.6056881203916
"e_h_LD-LR","BAU",2016,"6","BAU_e_h_LD-LR_6","wosr",7.2,24.12,"Temperate",10,"Other","Fine",5.848,"5.16 < SOM <= 10.32","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,3.35
"e_m_HD-HR","BAU",2011,"1","BAU_e_m_HD-HR_1","winterwheat",7.2,51.794851158734,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,8.0976,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,7.19372932760195
"e_m_HD-HR","BAU",2012,"2","BAU_e_m_HD-HR_2","winterwheat",7.2,45.4850187192454,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,8.0976,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,6.31736371100631
"e_m_HD-HR","BAU",2013,"3","BAU_e_m_HD-HR_3","wosr",7.2,20.592,"Temperate",10,"Other","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.86
"e_m_HD-HR","BAU",2014,"4","BAU_e_m_HD-HR_4","winterwheat",7.2,49.9235144866692,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,8.0976,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,6.93382145648183
"e_m_HD-HR","BAU",2015,"5","BAU_e_m_HD-HR_5","winterwheat",7.2,46.4386230859211,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,8.0976,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,6.44980876193349
"e_m_HD-HR","BAU",2016,"6","BAU_e_m_HD-HR_6","wosr",7.2,20.592,"Temperate",10,"Other","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.86
"e_m_LD-HR","BAU",2011,"1","BAU_e_m_LD-HR_1","winterwheat",7.2,54.3376342022738,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,7.5468936392047
"e_m_LD-HR","BAU",2012,"2","BAU_e_m_LD-HR_2","winterwheat",7.2,46.0230676850791,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,6.39209273403877
"e_m_LD-HR","BAU",2013,"3","BAU_e_m_LD-HR_3","wosr",7.2,20.592,"Temperate",10,"Other","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.86
"e_m_LD-HR","BAU",2014,"4","BAU_e_m_LD-HR_4","winterwheat",7.2,49.261828331344,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,6.84192060157555
"e_m_LD-HR","BAU",2015,"5","BAU_e_m_LD-HR_5","winterwheat",7.2,45.9413009506072,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,6.38073624313989
"e_m_LD-HR","BAU",2016,"6","BAU_e_m_LD-HR_6","wosr",7.2,20.592,"Temperate",10,"Other","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.86
"e_m_LD-LR","BAU",2011,"1","BAU_e_m_LD-LR_1","winterwheat",7.2,56.2390347597365,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,7.8109770499634
"e_m_LD-LR","BAU",2012,"2","BAU_e_m_LD-LR_2","winterwheat",7.2,49.9257538523455,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,6.93413247949243
"e_m_LD-LR","BAU",2013,"3","BAU_e_m_LD-LR_3","wosr",7.2,20.592,"Temperate",10,"Other","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.86
"e_m_LD-LR","BAU",2014,"4","BAU_e_m_LD-LR_4","winterwheat",7.2,54.7673115723276,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,7.60657105171216
"e_m_LD-LR","BAU",2015,"5","BAU_e_m_LD-LR_5","winterwheat",7.2,48.2052724394633,"Temperate",10,"Winter wheat","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,6.69517672770323
"e_m_LD-LR","BAU",2016,"6","BAU_e_m_LD-LR_6","wosr",7.2,20.592,"Temperate",10,"Other","Medium",4.472,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.86
"e_l_HD-HR","BAU",2011,"1","BAU_e_l_HD-HR_1","winterwheat",7.2,41.9248692889731,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,8.0976,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,5.82289851235738
"e_l_HD-HR","BAU",2012,"2","BAU_e_l_HD-HR_2","winterwheat",7.2,36.6203892298024,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,8.0976,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,5.08616517080589
"e_l_HD-HR","BAU",2013,"3","BAU_e_l_HD-HR_3","wosr",7.2,17.064,"Temperate",10,"Other","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.37
"e_l_HD-HR","BAU",2014,"4","BAU_e_l_HD-HR_4","winterwheat",7.2,40.3995887134173,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,8.0976,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,5.61105398797463
"e_l_HD-HR","BAU",2015,"5","BAU_e_l_HD-HR_5","winterwheat",7.2,37.5899197745346,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,8.0976,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,5.22082219090758
"e_l_HD-HR","BAU",2016,"6","BAU_e_l_HD-HR_6","wosr",7.2,17.064,"Temperate",10,"Other","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.37
"e_l_LD-HR","BAU",2011,"1","BAU_e_l_LD-HR_1","winterwheat",7.2,44.4090959180945,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,6.16792998862423
"e_l_LD-HR","BAU",2012,"2","BAU_e_l_LD-HR_2","winterwheat",7.2,37.6825760198931,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,5.23369111387404
"e_l_LD-HR","BAU",2013,"3","BAU_e_l_LD-HR_3","wosr",7.2,17.064,"Temperate",10,"Other","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.37
"e_l_LD-HR","BAU",2014,"4","BAU_e_l_LD-HR_4","winterwheat",7.2,40.5244911689394,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,5.62840155124159
"e_l_LD-HR","BAU",2015,"5","BAU_e_l_LD-HR_5","winterwheat",7.2,37.614985723554,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,5.22430357271584
"e_l_LD-HR","BAU",2016,"6","BAU_e_l_LD-HR_6","wosr",7.2,17.064,"Temperate",10,"Other","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.37
"e_l_LD-LR","BAU",2011,"1","BAU_e_l_LD-LR_1","winterwheat",7.2,45.9238850543784,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,6.37831736866366
"e_l_LD-LR","BAU",2012,"2","BAU_e_l_LD-LR_2","winterwheat",7.2,40.7981263581646,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,5.66640643863397
"e_l_LD-LR","BAU",2013,"3","BAU_e_l_LD-LR_3","wosr",7.2,17.064,"Temperate",10,"Other","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.37
"e_l_LD-LR","BAU",2014,"4","BAU_e_l_LD-LR_4","winterwheat",7.2,44.944514820605,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,0,0,2,0,0,0,4,6.24229372508403
"e_l_LD-LR","BAU",2015,"5","BAU_e_l_LD-LR_5","winterwheat",7.2,39.3763681540433,"Temperate",10,"Winter wheat","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,7.3776,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,1,0,1,1,2,0,0,0,4,5.46894002139491
"e_l_LD-LR","BAU",2016,"6","BAU_e_l_LD-LR_6","wosr",7.2,17.064,"Temperate",10,"Other","Coarse",5.16,"1.72 < SOM <= 5.16","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",190,"Apply in solution",3,2,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,0,0,0,0,0,0,0,1,0,1,0,3,2.37
"n_h_HD-HR","CWW",2020,"1","CWW_n_h_HD-HR_1","winterwheat",7.2,58.2126956378692,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,1,1,3,0,0,0,5,8.08509661637072
"n_h_HD-HR","CWW",2020,"2","CWW_n_h_HD-HR_2","winterwheat",7.2,51.4560785955578,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,7.14667758271636
"n_h_HD-HR","CWW",2020,"3","CWW_n_h_HD-HR_3","winterwheat",7.2,49.9420720511974,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.93639889599964
"n_h_HD-HR","CWW",2020,"4","CWW_n_h_HD-HR_4","winterwheat",7.2,47.3330626862733,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.57403648420462
"n_h_HD-HR","CWW",2020,"5","CWW_n_h_HD-HR_5","winterwheat",7.2,47.1949787487408,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.55485815954733
"n_h_HD-HR","CWW",2020,"6","CWW_n_h_HD-HR_6","winterwheat",7.2,46.0598093333699,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.39719574074582
"n_h_LD-HR","CWW",2020,"1","CWW_n_h_LD-HR_1","winterwheat",7.2,61.4863833150341,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,1,1,3,0,0,0,5,8.5397754604214
"n_h_LD-HR","CWW",2020,"2","CWW_n_h_LD-HR_2","winterwheat",7.2,52.8625203010314,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,7.34201670847658
"n_h_LD-HR","CWW",2020,"3","CWW_n_h_LD-HR_3","winterwheat",7.2,50.5376972901544,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,7.01912462363256
"n_h_LD-HR","CWW",2020,"4","CWW_n_h_LD-HR_4","winterwheat",7.2,47.5693949767142,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.60686041343253
"n_h_LD-HR","CWW",2020,"5","CWW_n_h_LD-HR_5","winterwheat",7.2,47.2943652242476,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.56866183670105
"n_h_LD-HR","CWW",2020,"6","CWW_n_h_LD-HR_6","winterwheat",7.2,46.101313062917,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.40296014762736
"n_h_LD-LR","CWW",2020,"1","CWW_n_h_LD-LR_1","winterwheat",7.2,63.5128687364068,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,1,1,3,0,0,0,5,8.82123176894539
"n_h_LD-LR","CWW",2020,"2","CWW_n_h_LD-LR_2","winterwheat",7.2,56.7491148105571,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,7.88182150146627
"n_h_LD-LR","CWW",2020,"3","CWW_n_h_LD-LR_3","winterwheat",7.2,55.5895333979482,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,7.72076852749281
"n_h_LD-LR","CWW",2020,"4","CWW_n_h_LD-LR_4","winterwheat",7.2,52.8006096485265,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,7.33341800673979
"n_h_LD-LR","CWW",2020,"5","CWW_n_h_LD-LR_5","winterwheat",7.2,52.6575014832448,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,7.31354187267289
"n_h_LD-LR","CWW",2020,"6","CWW_n_h_LD-LR_6","winterwheat",7.2,51.3664614631503,"temperate",10,"Winter wheat","Fine",5.848,"5.848","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,7.13423075877088
"n_m_HD-HR","CWW",2020,"1","CWW_n_m_HD-HR_1","winterwheat",7.2,52.4860726742854,"temperate",10,"Winter wheat","Medium",5.848,"4.472","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,1,1,3,0,0,0,5,7.28973231587297
"n_m_HD-HR","CWW",2020,"2","CWW_n_m_HD-HR_2","winterwheat",7.2,46.8437607791492,"temperate",10,"Winter wheat","Medium",5.848,"4.472","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.50607788599294
"n_m_HD-HR","CWW",2020,"3","CWW_n_m_HD-HR_3","winterwheat",7.2,45.6483691471409,"temperate",10,"Winter wheat","Medium",5.848,"4.472","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.34005127043624
"n_m_HD-HR","CWW",2020,"4","CWW_n_m_HD-HR_4","winterwheat",7.2,43.3054563676234,"temperate",10,"Winter wheat","Medium",5.848,"4.472","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,6.01464671772547
"n_m_HD-HR","CWW",2020,"5","CWW_n_m_HD-HR_5","winterwheat",7.2,43.1864505975454,"temperate",10,"Winter wheat","Medium",5.848,"4.472","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,5.99811813854797
"n_m_HD-HR","CWW",2020,"6","CWW_n_m_HD-HR_6","winterwheat",7.2,42.1460733287532,"temperate",10,"Winter wheat","Medium",5.848,"4.472","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,10.6788,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,2,0,0,1,0,0,0,2,0,0,0,5,5.85362129566017
"n_m_LD-HR","CWW",2020,"1","CWW_n_m_LD-HR_1","winterwheat",7.2,55.1178730089518,"temperate",10,"Winter wheat","Medium",5.848,"4.472","Moist","Good",7,"5.5 < pH <= 7.3","Ammonium nitrate - 35% N",220,"Apply in solution",3,9.2388,"No ",0,100,"Left on field; Incorporated or mulch","no change",0,0,1,0,0,1,0,1,1,3,0,0,0,5,7.65526014013219
